customer_id;age;gender;item_purchased;category;location;size;color;season;review_rating;product_rating;subscription_status;shipping_type;discount_applied;payment_method;frequency_of_purchases;age_group;total_purchase_amount;total_previous_purchase;total_spending;spending_category;freq_of_puchase_days;customer_segmentation
1941;50;Male;Hat;Accessories;Alaska;L;Gray;Fall;3,9;average_rated;No;2-Day Shipping;No;PayPal;Fortnightly;mid_adult;89;48;137;;14;loyal
1942;55;Male;Shoes;Footwear;Vermont;XL;Peach;Winter;3,3;average_rated;No;Standard;No;Credit Card;Quarterly;senior;99;46;145;;90;returning
1943;63;Male;Pants;Clothing;Alabama;M;Cyan;Fall;3,4;average_rated;No;Express;No;PayPal;Monthly;senior;28;22;50;;30;loyal
1944;32;Male;Socks;Clothing;Wisconsin;L;Violet;Summer;3,8;average_rated;No;Next Day Air;No;Cash;Annually;early_adult;53;45;98;;365;new
1945;30;Male;Hoodie;Clothing;Arkansas;M;Gold;Winter;2,7;poorly_rated;No;Free Shipping;No;Cash;Every 3 Months;early_adult;45;49;94;;90;returning
1946;35;Male;Hoodie;Clothing;Georgia;M;Gold;Winter;2,9;poorly_rated;No;2-Day Shipping;No;Credit Card;Every 3 Months;early_adult;38;9;47;;90;returning
1947;59;Male;Pants;Clothing;Louisiana;M;White;Summer;4,5;top_rated;No;Standard;No;Credit Card;Quarterly;senior;49;41;90;;90;returning
1948;59;Male;Shirt;Clothing;New York;M;Gray;Summer;2,6;poorly_rated;No;Store Pickup;No;PayPal;Monthly;senior;32;2;34;;30;loyal
1949;54;Male;T-shirt;Clothing;Connecticut;L;Brown;Winter;3,1;average_rated;No;Next Day Air;No;PayPal;Bi-Weekly;senior;37;39;76;;14;loyal
1950;63;Male;Dress;Clothing;Nebraska;L;Gray;Winter;4,7;top_rated;No;Store Pickup;No;PayPal;Quarterly;senior;80;12;92;;90;returning
1951;43;Male;Backpack;Accessories;Arkansas;L;Blue;Summer;4,6;top_rated;No;Free Shipping;No;PayPal;Every 3 Months;mid_adult;78;26;104;;90;returning
1952;33;Male;Gloves;Accessories;Connecticut;L;Gold;Summer;2,7;poorly_rated;No;Next Day Air;No;Bank Transfer;Bi-Weekly;early_adult;53;32;85;;14;loyal
1953;57;Male;Shoes;Footwear;Maryland;L;Yellow;Summer;4,6;top_rated;No;2-Day Shipping;No;Cash;Bi-Weekly;senior;82;50;132;;14;loyal
1954;25;Male;Skirt;Clothing;Colorado;XL;Green;Spring;4,8;top_rated;No;Standard;No;PayPal;Fortnightly;young;33;3;36;;14;loyal
1955;26;Male;Gloves;Accessories;Colorado;M;Pink;Winter;4,2;highly_rated;No;Free Shipping;No;Venmo;Quarterly;early_adult;77;3;80;;90;returning
1956;50;Male;Hoodie;Clothing;Maine;M;Pink;Winter;4,9;top_rated;No;Express;No;Cash;Monthly;mid_adult;56;37;93;;30;loyal
1957;70;Male;Socks;Clothing;Oklahoma;M;Pink;Winter;4,9;top_rated;No;Express;No;Credit Card;Fortnightly;senior;37;20;57;;14;loyal
1958;68;Male;Gloves;Accessories;South Carolina;M;Cyan;Spring;4,5;top_rated;No;Store Pickup;No;Cash;Bi-Weekly;senior;54;26;80;;14;loyal
1959;39;Male;Shorts;Clothing;Nevada;M;Gray;Winter;2,7;poorly_rated;No;Store Pickup;No;Cash;Quarterly;mid_adult;67;47;114;;90;returning
1960;46;Male;Shoes;Footwear;Colorado;M;White;Fall;3,1;average_rated;No;Store Pickup;No;Credit Card;Every 3 Months;mid_adult;90;7;97;;90;returning
1961;57;Male;Jeans;Clothing;Massachusetts;L;Red;Summer;3,3;average_rated;No;2-Day Shipping;No;Credit Card;Annually;senior;72;40;112;;365;new
1962;47;Male;Boots;Footwear;Nevada;L;Black;Summer;2,6;poorly_rated;No;Free Shipping;No;Debit Card;Quarterly;mid_adult;59;45;104;;90;returning
1963;40;Male;Hat;Accessories;Iowa;M;Silver;Fall;4,4;highly_rated;No;Standard;No;PayPal;Fortnightly;mid_adult;45;20;65;;14;loyal
1964;52;Male;Shorts;Clothing;Michigan;L;Pink;Spring;3,9;average_rated;No;Standard;No;Credit Card;Weekly;senior;30;11;41;;7;loyal
1965;40;Male;Pants;Clothing;West Virginia;S;Cyan;Summer;4,6;top_rated;No;Express;No;Debit Card;Monthly;mid_adult;51;50;101;;30;loyal
1966;67;Male;Sweater;Clothing;Indiana;M;White;Fall;4,9;top_rated;No;Express;No;Debit Card;Quarterly;senior;90;25;115;;90;returning
1967;67;Male;Jacket;Outerwear;Indiana;XL;Purple;Winter;3,7;average_rated;No;Express;No;Credit Card;Fortnightly;senior;95;5;100;;14;loyal
1968;37;Male;Dress;Clothing;Georgia;L;Yellow;Fall;3,7;average_rated;No;Standard;No;Venmo;Annually;mid_adult;81;4;85;;365;new
1969;67;Male;Shirt;Clothing;Minnesota;S;Blue;Spring;4,2;highly_rated;No;Standard;No;Credit Card;Weekly;senior;70;25;95;;7;loyal
1970;64;Male;Dress;Clothing;Louisiana;S;Cyan;Winter;3,5;average_rated;No;Next Day Air;No;Bank Transfer;Fortnightly;senior;32;11;43;;14;loyal
1971;28;Male;Belt;Accessories;Maryland;M;Indigo;Spring;2,9;poorly_rated;No;Next Day Air;No;Credit Card;Bi-Weekly;early_adult;94;4;98;;14;loyal
1972;54;Male;Hat;Accessories;Pennsylvania;XL;Indigo;Spring;3,4;average_rated;No;Next Day Air;No;Venmo;Monthly;senior;29;1;30;;30;loyal
1973;54;Male;Backpack;Accessories;Louisiana;M;Silver;Summer;3,3;average_rated;No;Express;No;PayPal;Every 3 Months;senior;31;48;79;;90;returning
1974;24;Male;Skirt;Clothing;Maryland;XL;Red;Fall;4,5;top_rated;No;Standard;No;Venmo;Every 3 Months;young;20;9;29;;90;returning
1975;27;Male;Gloves;Accessories;Tennessee;M;Peach;Winter;4,6;top_rated;No;2-Day Shipping;No;PayPal;Fortnightly;early_adult;44;2;46;;14;loyal
1976;53;Male;Jacket;Outerwear;Illinois;L;Turquoise;Fall;2,9;poorly_rated;No;Express;No;Cash;Quarterly;senior;77;4;81;;90;returning
1977;32;Male;Handbag;Accessories;Wyoming;M;Pink;Spring;3,2;average_rated;No;Next Day Air;No;PayPal;Fortnightly;early_adult;51;43;94;;14;loyal
1978;24;Male;Sandals;Footwear;Florida;M;Teal;Summer;2,6;poorly_rated;No;Free Shipping;No;Bank Transfer;Annually;young;49;32;81;;365;new
1979;45;Male;Sunglasses;Accessories;Massachusetts;L;Magenta;Spring;3,8;average_rated;No;Store Pickup;No;Cash;Quarterly;mid_adult;78;1;79;;90;returning
1980;49;Male;Jeans;Clothing;Tennessee;L;Blue;Spring;2,8;poorly_rated;No;Store Pickup;No;Debit Card;Fortnightly;mid_adult;98;38;136;;14;loyal
1981;51;Male;Sandals;Footwear;Iowa;M;Green;Winter;4,4;highly_rated;No;Store Pickup;No;PayPal;Fortnightly;senior;94;25;119;;14;loyal
1982;69;Male;Shoes;Footwear;Michigan;L;Violet;Summer;4,7;top_rated;No;Express;No;PayPal;Quarterly;senior;91;42;133;;90;returning
1983;41;Male;Sunglasses;Accessories;Kansas;M;Turquoise;Summer;2,7;poorly_rated;No;2-Day Shipping;No;PayPal;Monthly;mid_adult;77;32;109;;30;loyal
1984;59;Male;Scarf;Accessories;Georgia;M;Pink;Summer;2,6;poorly_rated;No;Next Day Air;No;Debit Card;Quarterly;senior;97;21;118;;90;returning
1985;26;Male;Skirt;Clothing;West Virginia;M;Black;Summer;3,4;average_rated;No;2-Day Shipping;No;PayPal;Fortnightly;early_adult;58;26;84;;14;loyal
1986;23;Male;Gloves;Accessories;Tennessee;M;Gold;Spring;3,9;average_rated;No;2-Day Shipping;No;Credit Card;Fortnightly;young;97;6;103;;14;loyal
1987;62;Male;Coat;Outerwear;Arkansas;L;Green;Summer;3,4;average_rated;No;2-Day Shipping;No;Venmo;Quarterly;senior;48;14;62;;90;returning
1988;69;Male;Belt;Accessories;Vermont;XL;White;Summer;3,4;average_rated;No;Express;No;Cash;Quarterly;senior;23;4;27;;90;returning
1989;46;Male;Pants;Clothing;Virginia;M;Gold;Winter;3,9;average_rated;No;Free Shipping;No;Bank Transfer;Weekly;mid_adult;79;26;105;;7;loyal
1990;35;Male;Jewelry;Accessories;Maryland;S;Charcoal;Spring;4;highly_rated;No;Express;No;PayPal;Bi-Weekly;early_adult;42;39;81;;14;loyal
1991;32;Male;Backpack;Accessories;Connecticut;L;White;Spring;3,4;average_rated;No;2-Day Shipping;No;PayPal;Annually;early_adult;95;15;110;;365;new
1992;46;Male;Sneakers;Footwear;Missouri;M;Brown;Summer;3,7;average_rated;No;Next Day Air;No;Venmo;Every 3 Months;mid_adult;29;1;30;;90;returning
1993;33;Male;Hoodie;Clothing;New Jersey;L;Gold;Winter;4,9;top_rated;No;2-Day Shipping;No;Venmo;Monthly;early_adult;98;28;126;;30;loyal
1994;32;Male;Blouse;Clothing;Arkansas;S;Purple;Spring;5;top_rated;No;Express;No;Cash;Weekly;early_adult;96;17;113;;7;loyal
1995;33;Male;Sunglasses;Accessories;Nevada;M;Brown;Fall;2,9;poorly_rated;No;Next Day Air;No;Credit Card;Weekly;early_adult;66;24;90;;7;loyal
1996;67;Male;Boots;Footwear;Missouri;S;Teal;Spring;3;average_rated;No;Standard;No;Debit Card;Quarterly;senior;80;29;109;;90;returning
1997;67;Male;Sneakers;Footwear;South Dakota;L;Indigo;Summer;3,3;average_rated;No;Next Day Air;No;Cash;Every 3 Months;senior;27;18;45;;90;returning
1998;42;Male;Backpack;Accessories;Connecticut;M;Purple;Fall;4,7;top_rated;No;Express;No;Debit Card;Bi-Weekly;mid_adult;25;10;35;;14;loyal
1999;20;Male;Pants;Clothing;Vermont;M;Orange;Fall;3,4;average_rated;No;2-Day Shipping;No;Cash;Quarterly;young;45;19;64;;90;returning
2000;39;Male;Socks;Clothing;Tennessee;L;Indigo;Winter;4,6;top_rated;No;2-Day Shipping;No;Debit Card;Monthly;mid_adult;89;26;115;;30;loyal
2001;26;Male;Belt;Accessories;California;M;Lavender;Winter;3,6;average_rated;No;2-Day Shipping;No;Cash;Bi-Weekly;early_adult;27;25;52;;14;loyal
2002;51;Male;Sunglasses;Accessories;Wyoming;S;Purple;Winter;2,6;poorly_rated;No;Free Shipping;No;Debit Card;Fortnightly;senior;90;2;92;;14;loyal
2003;31;Male;Shirt;Clothing;New York;M;Red;Summer;2,7;poorly_rated;No;Express;No;PayPal;Every 3 Months;early_adult;65;19;84;;90;returning
2004;68;Male;Sneakers;Footwear;Maine;S;Blue;Spring;3,1;average_rated;No;Express;No;Cash;Quarterly;senior;72;32;104;;90;returning
2005;44;Male;Shoes;Footwear;Georgia;L;Blue;Fall;3,2;average_rated;No;2-Day Shipping;No;Cash;Bi-Weekly;mid_adult;70;13;83;;14;loyal
2006;18;Male;Sandals;Footwear;Tennessee;M;Cyan;Winter;3,4;average_rated;No;Store Pickup;No;PayPal;Fortnightly;young;82;30;112;;14;loyal
2007;58;Male;Scarf;Accessories;New Mexico;S;Pink;Fall;4,4;highly_rated;No;Express;No;Credit Card;Annually;senior;97;2;99;;365;new
2008;26;Male;Shirt;Clothing;Virginia;M;Silver;Summer;3,2;average_rated;No;2-Day Shipping;No;PayPal;Quarterly;early_adult;25;8;33;;90;returning
2009;57;Male;Skirt;Clothing;Florida;M;Gray;Spring;2,5;poorly_rated;No;Free Shipping;No;PayPal;Every 3 Months;senior;48;27;75;;90;returning
2010;37;Male;Boots;Footwear;Alabama;M;Indigo;Summer;3,8;average_rated;No;Next Day Air;No;Venmo;Bi-Weekly;mid_adult;99;26;125;;14;loyal
2011;24;Male;Sweater;Clothing;Texas;M;Maroon;Summer;4,4;highly_rated;No;2-Day Shipping;No;Debit Card;Bi-Weekly;young;21;3;24;;14;loyal
2012;57;Male;Sandals;Footwear;West Virginia;M;Beige;Spring;3,7;average_rated;No;Express;No;Bank Transfer;Monthly;senior;94;4;98;;30;loyal
2013;48;Male;Jeans;Clothing;Nevada;L;Green;Fall;3,2;average_rated;No;Store Pickup;No;Cash;Fortnightly;mid_adult;53;5;58;;14;loyal
2014;39;Male;Backpack;Accessories;Virginia;M;Peach;Winter;4,9;top_rated;No;Standard;No;Debit Card;Quarterly;mid_adult;70;25;95;;90;returning
2015;51;Male;Skirt;Clothing;Wisconsin;L;Black;Summer;3,9;average_rated;No;Standard;No;PayPal;Bi-Weekly;senior;26;47;73;;14;loyal
2016;57;Male;Belt;Accessories;Virginia;S;Pink;Summer;4,5;top_rated;No;Next Day Air;No;Credit Card;Fortnightly;senior;82;8;90;;14;loyal
2017;53;Male;Shoes;Footwear;Maine;S;Violet;Winter;3,4;average_rated;No;Standard;No;Debit Card;Fortnightly;senior;47;20;67;;14;loyal
2018;70;Male;Socks;Clothing;Massachusetts;S;Green;Winter;4,1;highly_rated;No;Next Day Air;No;Bank Transfer;Every 3 Months;senior;32;42;74;;90;returning
2019;60;Male;Backpack;Accessories;Arkansas;S;Gold;Fall;4,5;top_rated;No;Store Pickup;No;Bank Transfer;Weekly;senior;97;20;117;;7;loyal
2020;31;Male;Shirt;Clothing;Idaho;S;Red;Winter;4,7;top_rated;No;Store Pickup;No;Cash;Fortnightly;early_adult;68;23;91;;14;loyal
2021;41;Male;Sweater;Clothing;Pennsylvania;M;Beige;Winter;4,8;top_rated;No;Next Day Air;No;Cash;Quarterly;mid_adult;23;26;49;;90;returning
2022;62;Male;Handbag;Accessories;Maine;M;Green;Winter;4,4;highly_rated;No;Standard;No;Venmo;Quarterly;senior;33;48;81;;90;returning
2023;59;Male;Jewelry;Accessories;Alabama;S;Black;Winter;4;highly_rated;No;Store Pickup;No;Cash;Bi-Weekly;senior;38;16;54;;14;loyal
2024;46;Male;Socks;Clothing;Idaho;S;Teal;Winter;4,1;highly_rated;No;Store Pickup;No;Cash;Bi-Weekly;mid_adult;68;28;96;;14;loyal
2025;62;Male;Socks;Clothing;Arkansas;L;Silver;Fall;3,7;average_rated;No;Express;No;PayPal;Weekly;senior;23;39;62;;7;loyal
2026;42;Male;Shirt;Clothing;Delaware;M;Turquoise;Summer;3;average_rated;No;Express;No;Debit Card;Fortnightly;mid_adult;29;43;72;;14;loyal
2027;37;Male;Scarf;Accessories;Maine;M;Orange;Winter;3,6;average_rated;No;Express;No;Bank Transfer;Every 3 Months;mid_adult;35;45;80;;90;returning
2028;50;Male;Shoes;Footwear;Nebraska;S;Gold;Fall;4,8;top_rated;No;Standard;No;Credit Card;Every 3 Months;mid_adult;73;50;123;;90;returning
2029;29;Male;Shoes;Footwear;Ohio;XL;Purple;Fall;3,7;average_rated;No;2-Day Shipping;No;Venmo;Bi-Weekly;early_adult;84;10;94;;14;loyal
2030;25;Male;Scarf;Accessories;Montana;M;Pink;Spring;4,6;top_rated;No;Next Day Air;No;PayPal;Quarterly;young;23;40;63;;90;returning
2031;66;Male;Sunglasses;Accessories;New Mexico;S;Green;Summer;2,8;poorly_rated;No;Standard;No;Credit Card;Monthly;senior;67;38;105;;30;loyal
2032;21;Male;Socks;Clothing;North Carolina;L;Charcoal;Spring;4;highly_rated;No;Standard;No;Credit Card;Monthly;young;51;2;53;;30;loyal
2033;46;Male;Blouse;Clothing;South Carolina;M;Maroon;Winter;4,2;highly_rated;No;Next Day Air;No;Cash;Annually;mid_adult;36;13;49;;365;new
2034;57;Male;Jeans;Clothing;Illinois;L;Olive;Summer;3,6;average_rated;No;Express;No;Venmo;Annually;senior;55;33;88;;365;new
2035;61;Male;Shorts;Clothing;Alabama;M;Peach;Spring;2,9;poorly_rated;No;Store Pickup;No;PayPal;Monthly;senior;30;27;57;;30;loyal
2036;53;Male;T-shirt;Clothing;Oklahoma;S;Yellow;Summer;4,1;highly_rated;No;Express;No;Bank Transfer;Weekly;senior;70;43;113;;7;loyal
2037;37;Male;Blouse;Clothing;Minnesota;S;Lavender;Winter;3,1;average_rated;No;Next Day Air;No;Cash;Weekly;mid_adult;63;46;109;;7;loyal
2038;39;Male;Belt;Accessories;Illinois;S;Green;Summer;4,3;highly_rated;No;Express;No;Venmo;Bi-Weekly;mid_adult;87;7;94;;14;loyal
2039;53;Male;Blouse;Clothing;Arkansas;L;Orange;Spring;4,4;highly_rated;No;Next Day Air;No;Credit Card;Fortnightly;senior;70;35;105;;14;loyal
2040;35;Male;T-shirt;Clothing;Minnesota;M;Olive;Spring;3,1;average_rated;No;Next Day Air;No;Debit Card;Bi-Weekly;early_adult;51;31;82;;14;loyal
2041;69;Male;Jewelry;Accessories;South Carolina;XL;Gray;Spring;2,9;poorly_rated;No;Free Shipping;No;Venmo;Quarterly;senior;25;42;67;;90;returning
2042;66;Male;Jacket;Outerwear;New York;S;Lavender;Winter;3,2;average_rated;No;Next Day Air;No;PayPal;Bi-Weekly;senior;32;14;46;;14;loyal
2043;19;Male;Shoes;Footwear;Alabama;M;Red;Spring;4;highly_rated;No;2-Day Shipping;No;Venmo;Monthly;young;52;35;87;;30;loyal
2044;47;Male;Gloves;Accessories;New York;M;Charcoal;Summer;2,7;poorly_rated;No;Standard;No;PayPal;Weekly;mid_adult;33;49;82;;7;loyal
2045;49;Male;Jeans;Clothing;Missouri;L;Orange;Spring;3;average_rated;No;Free Shipping;No;PayPal;Fortnightly;mid_adult;68;17;85;;14;loyal
2046;31;Male;Jewelry;Accessories;Georgia;M;Red;Fall;4,4;highly_rated;No;Express;No;PayPal;Quarterly;early_adult;20;26;46;;90;returning
2047;39;Male;Pants;Clothing;Oklahoma;M;Maroon;Winter;2,8;poorly_rated;No;Free Shipping;No;Cash;Every 3 Months;mid_adult;32;30;62;;90;returning
2048;58;Male;Jewelry;Accessories;Connecticut;M;Silver;Summer;3,1;average_rated;No;Store Pickup;No;Cash;Annually;senior;82;32;114;;365;new
2049;45;Male;Sneakers;Footwear;Michigan;XL;Pink;Winter;3,9;average_rated;No;Express;No;Bank Transfer;Quarterly;mid_adult;64;35;99;;90;returning
2050;68;Male;Boots;Footwear;Rhode Island;L;Blue;Fall;2,7;poorly_rated;No;Standard;No;Venmo;Annually;senior;24;15;39;;365;new
2051;35;Male;Hat;Accessories;Mississippi;M;Teal;Summer;3,4;average_rated;No;Store Pickup;No;Debit Card;Annually;early_adult;96;10;106;;365;new
2052;65;Male;T-shirt;Clothing;Massachusetts;L;Black;Spring;3,8;average_rated;No;Free Shipping;No;Credit Card;Monthly;senior;94;14;108;;30;loyal
2053;45;Male;Backpack;Accessories;New Hampshire;M;Gray;Winter;3,7;average_rated;No;2-Day Shipping;No;Bank Transfer;Annually;mid_adult;48;30;78;;365;new
2054;19;Male;Sunglasses;Accessories;Wyoming;S;Purple;Spring;4,5;top_rated;No;2-Day Shipping;No;Credit Card;Fortnightly;young;60;16;76;;14;loyal
2055;65;Male;Sweater;Clothing;New Jersey;XL;Gold;Spring;2,9;poorly_rated;No;Express;No;PayPal;Annually;senior;56;14;70;;365;new
2056;28;Male;Handbag;Accessories;Texas;M;Silver;Fall;3,4;average_rated;No;2-Day Shipping;No;Bank Transfer;Weekly;early_adult;33;28;61;;7;loyal
2057;55;Male;Backpack;Accessories;Minnesota;L;Blue;Spring;4,4;highly_rated;No;2-Day Shipping;No;PayPal;Monthly;senior;46;29;75;;30;loyal
2058;66;Male;Socks;Clothing;South Dakota;L;Yellow;Spring;4,2;highly_rated;No;Standard;No;PayPal;Every 3 Months;senior;37;5;42;;90;returning
2059;29;Male;Shirt;Clothing;Washington;M;Brown;Winter;3,3;average_rated;No;Store Pickup;No;Bank Transfer;Quarterly;early_adult;98;17;115;;90;returning
2060;56;Male;Shorts;Clothing;California;XL;Beige;Spring;3,7;average_rated;No;Express;No;PayPal;Weekly;senior;50;50;100;;7;loyal
2061;21;Male;Belt;Accessories;Wisconsin;M;Blue;Fall;3,2;average_rated;No;Next Day Air;No;Bank Transfer;Quarterly;young;63;23;86;;90;returning
2062;32;Male;Sweater;Clothing;Michigan;S;Magenta;Summer;2,6;poorly_rated;No;Store Pickup;No;Debit Card;Annually;early_adult;70;22;92;;365;new
2063;54;Male;Coat;Outerwear;South Carolina;L;Silver;Fall;2,8;poorly_rated;No;Standard;No;Cash;Quarterly;senior;63;15;78;;90;returning
2064;61;Male;Shorts;Clothing;Indiana;M;Cyan;Fall;2,9;poorly_rated;No;Standard;No;Cash;Monthly;senior;86;32;118;;30;loyal
2065;31;Male;Shoes;Footwear;Arkansas;M;Green;Summer;4;highly_rated;No;2-Day Shipping;No;Bank Transfer;Monthly;early_adult;99;5;104;;30;loyal
2066;27;Male;Sneakers;Footwear;Oregon;M;Blue;Spring;2,9;poorly_rated;No;Free Shipping;No;Bank Transfer;Bi-Weekly;early_adult;40;6;46;;14;loyal
2067;64;Male;Sneakers;Footwear;Illinois;M;Olive;Fall;4,7;top_rated;No;Store Pickup;No;Debit Card;Fortnightly;senior;92;44;136;;14;loyal
2068;60;Male;Pants;Clothing;Maryland;XL;Beige;Fall;3,1;average_rated;No;2-Day Shipping;No;Cash;Fortnightly;senior;21;23;44;;14;loyal
2069;70;Male;Jewelry;Accessories;Vermont;XL;Black;Summer;3,9;average_rated;No;Store Pickup;No;Venmo;Monthly;senior;81;44;125;;30;loyal
2070;36;Male;T-shirt;Clothing;Texas;M;Indigo;Fall;3,4;average_rated;No;Free Shipping;No;Debit Card;Quarterly;mid_adult;82;3;85;;90;returning
2071;56;Male;Jewelry;Accessories;Nebraska;XL;Red;Spring;3,1;average_rated;No;Express;No;Cash;Monthly;senior;88;14;102;;30;loyal
2072;69;Male;Jacket;Outerwear;South Carolina;S;Yellow;Fall;4,8;top_rated;No;Store Pickup;No;PayPal;Quarterly;senior;100;37;137;;90;returning
2073;39;Male;Backpack;Accessories;Massachusetts;M;Beige;Winter;3,9;average_rated;No;Next Day Air;No;Bank Transfer;Weekly;mid_adult;66;22;88;;7;loyal
2074;38;Male;Belt;Accessories;Texas;S;Green;Winter;3,5;average_rated;No;Next Day Air;No;PayPal;Every 3 Months;mid_adult;25;2;27;;90;returning
2075;36;Male;Scarf;Accessories;Florida;M;White;Summer;3,1;average_rated;No;Free Shipping;No;Debit Card;Fortnightly;mid_adult;53;44;97;;14;loyal
2076;46;Male;Sweater;Clothing;South Carolina;S;Turquoise;Fall;4,7;top_rated;No;Express;No;Debit Card;Monthly;mid_adult;28;49;77;;30;loyal
2077;59;Male;Gloves;Accessories;Florida;S;Indigo;Fall;4,6;top_rated;No;Free Shipping;No;Debit Card;Bi-Weekly;senior;23;22;45;;14;loyal
2078;64;Male;Scarf;Accessories;Nebraska;L;Orange;Fall;3,3;average_rated;No;Free Shipping;No;Bank Transfer;Annually;senior;34;26;60;;365;new
2079;49;Male;Dress;Clothing;Hawaii;M;Blue;Spring;3,2;average_rated;No;Next Day Air;No;Debit Card;Weekly;mid_adult;42;40;82;;7;loyal
2080;32;Male;Jeans;Clothing;Montana;L;Violet;Summer;3,1;average_rated;No;Next Day Air;No;PayPal;Quarterly;early_adult;24;16;40;;90;returning
2081;29;Male;Sunglasses;Accessories;South Dakota;S;Gray;Fall;3,5;average_rated;No;Free Shipping;No;Debit Card;Bi-Weekly;early_adult;47;17;64;;14;loyal
2082;24;Male;Coat;Outerwear;Alabama;S;Cyan;Spring;4,3;highly_rated;No;Standard;No;Bank Transfer;Bi-Weekly;young;78;48;126;;14;loyal
2083;41;Male;Jeans;Clothing;Arkansas;M;Yellow;Summer;2,9;poorly_rated;No;Free Shipping;No;Venmo;Every 3 Months;mid_adult;89;28;117;;90;returning
2084;41;Male;Scarf;Accessories;Mississippi;L;Orange;Fall;2,7;poorly_rated;No;Store Pickup;No;Credit Card;Fortnightly;mid_adult;59;26;85;;14;loyal
2085;32;Male;Blouse;Clothing;Vermont;S;Brown;Summer;4;highly_rated;No;Standard;No;Bank Transfer;Quarterly;early_adult;94;43;137;;90;returning
2086;69;Male;Jeans;Clothing;New York;M;Teal;Fall;4,6;top_rated;No;Free Shipping;No;Debit Card;Weekly;senior;49;38;87;;7;loyal
2087;65;Male;Dress;Clothing;North Dakota;L;Beige;Summer;4,7;top_rated;No;2-Day Shipping;No;Cash;Every 3 Months;senior;89;36;125;;90;returning
2088;54;Male;Hat;Accessories;Wisconsin;M;Blue;Summer;4,7;top_rated;No;Standard;No;Credit Card;Weekly;senior;91;1;92;;7;loyal
2089;39;Male;Sandals;Footwear;California;L;Orange;Spring;4;highly_rated;No;Standard;No;Debit Card;Annually;mid_adult;89;49;138;;365;new
2090;37;Male;Jacket;Outerwear;Maryland;L;Gold;Spring;3,6;average_rated;No;Free Shipping;No;Credit Card;Every 3 Months;mid_adult;57;41;98;;90;returning
2091;51;Male;Socks;Clothing;Massachusetts;S;Teal;Winter;3,4;average_rated;No;Free Shipping;No;Debit Card;Monthly;senior;71;21;92;;30;loyal
2092;26;Male;Jeans;Clothing;Washington;XL;Beige;Fall;3;average_rated;No;Next Day Air;No;Bank Transfer;Quarterly;early_adult;97;24;121;;90;returning
2093;42;Male;Sandals;Footwear;Minnesota;M;Silver;Fall;2,6;poorly_rated;No;Next Day Air;No;Bank Transfer;Weekly;mid_adult;45;27;72;;7;loyal
2094;21;Male;Dress;Clothing;Washington;M;Maroon;Spring;4,2;highly_rated;No;Store Pickup;No;Debit Card;Annually;young;91;4;95;;365;new
2095;53;Male;Socks;Clothing;South Carolina;M;Indigo;Spring;3,4;average_rated;No;Standard;No;Venmo;Annually;senior;25;19;44;;365;new
2096;36;Male;Hoodie;Clothing;New Mexico;M;Gray;Fall;4;highly_rated;No;Store Pickup;No;Bank Transfer;Fortnightly;mid_adult;63;1;64;;14;loyal
2097;21;Male;Dress;Clothing;North Carolina;L;Blue;Summer;4,7;top_rated;No;Free Shipping;No;Debit Card;Annually;young;52;27;79;;365;new
2098;33;Male;Sneakers;Footwear;Iowa;S;Cyan;Winter;3,9;average_rated;No;Next Day Air;No;Credit Card;Weekly;early_adult;43;5;48;;7;loyal
2099;49;Male;T-shirt;Clothing;Louisiana;M;White;Summer;3,3;average_rated;No;2-Day Shipping;No;Venmo;Quarterly;mid_adult;28;20;48;;90;returning
2100;31;Male;T-shirt;Clothing;Oklahoma;L;Green;Summer;2,9;poorly_rated;No;Express;No;PayPal;Annually;early_adult;78;50;128;;365;new
2101;68;Male;Sweater;Clothing;Michigan;M;Silver;Spring;4,4;highly_rated;No;Free Shipping;No;Cash;Fortnightly;senior;31;36;67;;14;loyal
2102;49;Male;Shirt;Clothing;Oregon;M;Blue;Winter;3,6;average_rated;No;Next Day Air;No;Bank Transfer;Bi-Weekly;mid_adult;23;12;35;;14;loyal
2103;23;Male;Hat;Accessories;Idaho;M;Brown;Spring;4,5;top_rated;No;Store Pickup;No;Cash;Monthly;young;25;23;48;;30;loyal
2104;30;Male;Pants;Clothing;Indiana;S;Red;Summer;3,7;average_rated;No;Store Pickup;No;Venmo;Weekly;early_adult;86;21;107;;7;loyal
2105;53;Male;Shoes;Footwear;New Mexico;M;Gold;Spring;2,8;poorly_rated;No;Free Shipping;No;Venmo;Weekly;senior;88;47;135;;7;loyal
2106;65;Male;Gloves;Accessories;South Carolina;M;Silver;Spring;4,5;top_rated;No;Free Shipping;No;Venmo;Bi-Weekly;senior;35;38;73;;14;loyal
2107;60;Male;Jewelry;Accessories;Vermont;M;Gray;Fall;4,4;highly_rated;No;Standard;No;Credit Card;Every 3 Months;senior;34;40;74;;90;returning
2108;46;Male;Pants;Clothing;Delaware;M;Black;Winter;3,3;average_rated;No;Standard;No;PayPal;Quarterly;mid_adult;75;35;110;;90;returning
2109;54;Male;Hoodie;Clothing;North Dakota;XL;Beige;Winter;4,2;highly_rated;No;Express;No;Credit Card;Quarterly;senior;46;4;50;;90;returning
2110;59;Male;Jewelry;Accessories;California;L;Peach;Fall;2,7;poorly_rated;No;Free Shipping;No;Venmo;Every 3 Months;senior;31;28;59;;90;returning
